participant.cnpjNumber,foreignCurrency,transactionType,value,valueUpdateDateTime,transactionCategory,targetAudience,lastUpdate
191,USD,COMPRA,4.998500,2024-03-19T18:11:54Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:21Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:26Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:31Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:36Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:41Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:46Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:51Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:12:56Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:01Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:06Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:11Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:16Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:21Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:26Z
191,USD,COMPRA,4.999000,2024-03-19T18:12:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:31Z
191,USD,COMPRA,4.999500,2024-03-19T18:13:30Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:36Z
191,USD,COMPRA,5.000000,2024-03-19T18:13:35Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:41Z
191,USD,COMPRA,5.000000,2024-03-19T18:13:35Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:46Z
191,USD,COMPRA,5.000000,2024-03-19T18:13:35Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:51Z
191,USD,COMPRA,4.999500,2024-03-19T18:13:50Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:13:56Z
191,USD,COMPRA,4.999500,2024-03-19T18:13:50Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:01Z
191,USD,COMPRA,4.999000,2024-03-19T18:14:00Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:06Z
191,USD,COMPRA,4.999000,2024-03-19T18:14:00Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:11Z
191,USD,COMPRA,4.999000,2024-03-19T18:14:00Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:16Z
191,USD,COMPRA,4.999000,2024-03-19T18:14:00Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:21Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:26Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:31Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:36Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:41Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:46Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:51Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:14:56Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:01Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:06Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:11Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:16Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:21Z
