participant.cnpjNumber,foreignCurrency,transactionType,value,valueUpdateDateTime,transactionCategory,targetAudience,lastUpdate
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:26Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:31Z
191,USD,COMPRA,4.999500,2024-03-19T18:14:20Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:36Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:42Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:47Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:52Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:15:57Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:02Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:07Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:12Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:17Z
191,USD,COMPRA,5.000000,2024-03-19T18:15:41Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:22Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:21Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:27Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:21Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:32Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:21Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:37Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:21Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:42Z
191,USD,COMPRA,4.999000,2024-03-19T18:16:46Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:47Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:51Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:52Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:51Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:16:57Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:51Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:17:02Z
191,USD,COMPRA,4.999500,2024-03-19T18:16:51Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:17:07Z
191,USD,COMPRA,5.000000,2024-03-19T18:17:11Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:17:12Z
191,USD,COMPRA,5.000000,2024-03-19T18:17:11Z,TRANSFERENCIAS_UNILATERAIS,PESSOA_JURIDICA,2024-03-19T15:17:17Z
